Trip_ID,RouteID,StopID,Timestamp,Mode of Transport,Distance Traveled (In Miles),Frequency(Per Week),Start Location,End Location,Fuel Type,Fuel Efficiency,Monthly Emissions (kg CO2)
T959,361,11673,3/4/2024 7:50,Car,9,3,"Chennai, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,25,38.02
T960,202F,17621,3/4/2024 7:55,Bike,23,3,"Karur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,25,97.15
T961,400,10353,3/4/2024 8:00,Car,13,1,"Hosur, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,28,16.34
T962,252,16287,3/4/2024 8:05,Car,25,5,"Kanchipuram, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,24,183.33
T963,300,12234,3/4/2024 8:10,Car,21,3,"Tiruchirappalli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,29,76.47
T964,232,12788,3/4/2024 8:15,Car,7,3,"Dindigul, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,30,24.64
T965,557,12187,3/4/2024 8:20,Car,7,5,"Cuddalore, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,27,45.63
T966,411,17281,3/4/2024 8:25,Car,15,5,"Namakkal, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,30,88.0
T967,720,14192,3/4/2024 8:30,Car,24,4,"Erode, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,27,125.16
T968,271,13095,3/4/2024 8:35,Car,2,2,"Kanchipuram, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,29,4.86
T969,190,13799,3/4/2024 8:40,Car,9,3,"Nagercoil, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,27,35.2
T970,235,11804,3/4/2024 8:45,Car,6,1,"Madurai, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,26,8.12
T971,251,11884,3/4/2024 8:50,Bike,6,4,"Sivakasi, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,26,32.49
T972,241,14637,3/4/2024 8:55,Car,8,1,"Karur, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,29,9.71
T973,172,18049,3/4/2024 9:00,Bike,22,1,"Cuddalore, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,20,38.72
T974,506,11793,3/4/2024 9:05,Car,24,3,"Kanchipuram, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,24,105.6
T975,271,12064,3/4/2024 9:10,Car,25,5,"Dindigul, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,26,169.23
T976,271,12613,3/4/2024 9:15,Car,24,2,"Tiruppur, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,22,76.8
T977,251,12597,3/4/2024 9:20,Bike,22,5,"Hosur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,25,154.88
T978,734,15178,3/4/2024 9:25,Car,25,4,"Tiruppur, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,28,125.71
T979,722F,15875,3/4/2024 9:30,Car,7,4,"Tiruppur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,26,37.91
T980,863F,13348,3/4/2024 9:35,Car,14,4,"Tirunelveli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,30,65.71
T981,400A,10293,3/4/2024 9:40,Car,25,4,"Hosur, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,29,121.38
T982,B10,13089,3/4/2024 9:45,Car,9,2,"Kanchipuram, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,23,27.55
T983,864F,13763,3/4/2024 9:50,Bike,8,3,"Erode, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,23,36.73
T984,H30,13337,3/4/2024 9:55,Car,18,3,"Karur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,22,86.4
T985,734,15448,3/4/2024 10:00,Car,18,4,"Thanjavur, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,28,90.51
T986,500,10522,3/4/2024 10:05,Bike,3,2,"Chennai, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,27,7.82
T987,682,17970,3/4/2024 10:10,Car,13,4,"Namakkal, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,22,83.2
T988,721,16274,3/4/2024 10:15,Car,4,4,"Madurai, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,27,20.86
T989,170,14083,3/4/2024 10:20,Bike,17,3,"Salem, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,29,61.9
T990,222,12771,3/4/2024 10:25,Car,6,2,"Tiruppur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,24,17.6
T991,179F,12566,3/4/2024 10:30,Bike,24,4,"Chennai, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,28,120.69
T992,J2,13508,3/4/2024 10:35,Bike,23,2,"Madurai, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,27,59.97
T993,502,13351,3/4/2024 10:40,Bike,25,5,"Sivakasi, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,26,169.23
T994,B10,13231,3/4/2024 10:45,Car,18,5,"Chennai, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,27,117.33
T995,749,16028,3/4/2024 10:50,Car,6,4,"Namakkal, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,25,33.79
T996,J2,13527,3/4/2024 10:55,Car,24,4,"Karur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,30,112.64
T997,142,13378,3/4/2024 11:00,Car,21,1,"Thoothukudi, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,24,30.8
T998,733,15942,3/4/2024 11:05,Bike,15,2,"Hosur, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,24,44.0
T999,747,16218,3/4/2024 11:10,Car,20,1,"Vellore, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,28,25.14
T1000,H33C,12975,3/4/2024 11:15,Car,21,1,"Salem, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,25,29.57
